starting_number,sequence_length,max_value,steps_to_peak,total_steps,peak_value,execution_time,timestamp
684,127,9232,92,126,9232,1.5020370483398438e-05,2025-09-02 21:49:00.213554
685,127,9232,92,126,9232,1.4066696166992188e-05,2025-09-02 21:49:00.213572
686,127,9232,92,126,9232,1.3828277587890625e-05,2025-09-02 21:49:00.213590
687,39,6964,7,38,6964,3.814697265625e-06,2025-09-02 21:49:00.213597
688,34,688,0,33,688,4.0531158447265625e-06,2025-09-02 21:49:00.213603
689,127,9232,92,126,9232,1.3589859008789062e-05,2025-09-02 21:49:00.213621
690,127,9232,92,126,9232,2.193450927734375e-05,2025-09-02 21:49:00.213648
691,127,9232,92,126,9232,1.9311904907226562e-05,2025-09-02 21:49:00.213672
692,34,692,0,33,692,3.0994415283203125e-06,2025-09-02 21:49:00.213678
693,34,2080,1,33,2080,2.86102294921875e-06,2025-09-02 21:49:00.213683
694,127,9232,92,126,9232,1.4066696166992188e-05,2025-09-02 21:49:00.213701
695,127,9232,92,126,9232,1.4066696166992188e-05,2025-09-02 21:49:00.213719
696,34,696,0,33,696,2.86102294921875e-06,2025-09-02 21:49:00.213725
697,127,9232,92,126,9232,1.2874603271484375e-05,2025-09-02 21:49:00.213743
698,34,1048,2,33,1048,2.86102294921875e-06,2025-09-02 21:49:00.213749
699,65,3544,8,64,3544,3.1948089599609375e-05,2025-09-02 21:49:00.214474
700,83,9232,48,82,9232,1.1920928955078125e-05,2025-09-02 21:49:00.214499
701,83,9232,48,82,9232,2.002716064453125e-05,2025-09-02 21:49:00.214555
702,83,9232,48,82,9232,1.0967254638671875e-05,2025-09-02 21:49:00.214570
703,171,250504,82,170,250504,2.3126602172851562e-05,2025-09-02 21:49:00.214600
704,21,704,0,20,704,3.0994415283203125e-06,2025-09-02 21:49:00.214605
705,34,2116,1,33,2116,5.0067901611328125e-06,2025-09-02 21:49:00.214612
706,127,9232,92,126,9232,1.6927719116210938e-05,2025-09-02 21:49:00.214635
707,127,9232,92,126,9232,1.4781951904296875e-05,2025-09-02 21:49:00.214655
708,34,708,0,33,708,4.0531158447265625e-06,2025-09-02 21:49:00.214662
709,34,2128,1,33,2128,4.0531158447265625e-06,2025-09-02 21:49:00.214668
710,34,1600,4,33,1600,3.814697265625e-06,2025-09-02 21:49:00.214674
711,65,4804,5,64,4804,7.867813110351562e-06,2025-09-02 21:49:00.214685
712,34,712,0,33,712,4.0531158447265625e-06,2025-09-02 21:49:00.214691
713,26,3616,8,25,3616,2.86102294921875e-06,2025-09-02 21:49:00.214696
714,34,1072,2,33,1072,2.86102294921875e-06,2025-09-02 21:49:00.214703
715,26,3220,3,25,3220,6.9141387939453125e-06,2025-09-02 21:49:00.214712
716,34,808,5,33,808,3.814697265625e-06,2025-09-02 21:49:00.214719
717,34,2152,1,33,2152,4.0531158447265625e-06,2025-09-02 21:49:00.214725
718,52,9232,17,51,9232,5.9604644775390625e-06,2025-09-02 21:49:00.214734
719,52,9232,17,51,9232,5.0067901611328125e-06,2025-09-02 21:49:00.214742
720,21,720,0,20,720,2.86102294921875e-06,2025-09-02 21:49:00.214746
721,47,2164,1,46,2164,5.0067901611328125e-06,2025-09-02 21:49:00.214754
722,47,2752,11,46,2752,4.76837158203125e-06,2025-09-02 21:49:00.214762
723,47,3256,3,46,3256,5.245208740234375e-06,2025-09-02 21:49:00.214769
724,21,724,0,20,724,3.0994415283203125e-06,2025-09-02 21:49:00.214774
725,21,2176,1,20,2176,1.9073486328125e-06,2025-09-02 21:49:00.214778
726,47,1636,4,46,1636,5.0067901611328125e-06,2025-09-02 21:49:00.214786
727,47,4912,5,46,4912,4.76837158203125e-06,2025-09-02 21:49:00.214794
728,96,9232,61,95,9232,1.5020370483398438e-05,2025-09-02 21:49:00.214814
729,34,2464,6,33,2464,4.0531158447265625e-06,2025-09-02 21:49:00.214820
730,96,9232,61,95,9232,1.0967254638671875e-05,2025-09-02 21:49:00.214836
731,140,9232,105,139,9232,1.8835067749023438e-05,2025-09-02 21:49:00.214860
732,96,9232,61,95,9232,1.0013580322265625e-05,2025-09-02 21:49:00.214876
733,96,9232,61,95,9232,1.4066696166992188e-05,2025-09-02 21:49:00.214894
734,47,4192,13,46,4192,4.76837158203125e-06,2025-09-02 21:49:00.214902
735,47,11176,9,46,11176,4.76837158203125e-06,2025-09-02 21:49:00.214910
736,21,736,0,20,736,2.1457672119140625e-06,2025-09-02 21:49:00.214914
737,140,9232,105,139,9232,1.6927719116210938e-05,2025-09-02 21:49:00.214937
738,21,1108,2,20,1108,2.1457672119140625e-06,2025-09-02 21:49:00.214942
739,21,3328,3,20,3328,3.0994415283203125e-06,2025-09-02 21:49:00.214946
740,47,740,0,46,740,4.76837158203125e-06,2025-09-02 21:49:00.214955
741,47,2224,1,46,2224,4.76837158203125e-06,2025-09-02 21:49:00.214962
742,47,1672,4,46,1672,5.245208740234375e-06,2025-09-02 21:49:00.214970
743,96,14308,19,95,14308,1.0967254638671875e-05,2025-09-02 21:49:00.214985
744,21,744,0,20,744,1.9073486328125e-06,2025-09-02 21:49:00.214989
745,91,8080,25,90,8080,1.0013580322265625e-05,2025-09-02 21:49:00.215003
746,21,1120,2,20,1120,1.9073486328125e-06,2025-09-02 21:49:00.215007
747,47,4264,13,46,4264,5.9604644775390625e-06,2025-09-02 21:49:00.215015
748,47,952,10,46,952,5.245208740234375e-06,2025-09-02 21:49:00.215023
749,47,2248,1,46,2248,4.76837158203125e-06,2025-09-02 21:49:00.215031
750,47,2536,6,46,2536,4.76837158203125e-06,2025-09-02 21:49:00.215039
751,140,21688,21,139,21688,2.09808349609375e-05,2025-09-02 21:49:00.215065
752,109,9232,74,108,9232,1.2636184692382812e-05,2025-09-02 21:49:00.215082
753,21,2260,1,20,2260,2.86102294921875e-06,2025-09-02 21:49:00.215086
754,65,9232,30,64,9232,6.9141387939453125e-06,2025-09-02 21:49:00.215097
755,65,9232,30,64,9232,6.9141387939453125e-06,2025-09-02 21:49:00.215107
756,109,9232,74,108,9232,1.2874603271484375e-05,2025-09-02 21:49:00.215125
757,109,9232,74,108,9232,1.3113021850585938e-05,2025-09-02 21:49:00.215143
758,60,2752,24,59,2752,7.152557373046875e-06,2025-09-02 21:49:00.215153
759,60,5128,5,59,5128,6.198883056640625e-06,2025-09-02 21:49:00.215162
760,109,9232,74,108,9232,1.2874603271484375e-05,2025-09-02 21:49:00.215180
761,34,2896,11,33,2896,6.9141387939453125e-06,2025-09-02 21:49:00.215190
762,109,9232,74,108,9232,1.1920928955078125e-05,2025-09-02 21:49:00.215211
763,153,9232,118,152,9232,1.7881393432617188e-05,2025-09-02 21:49:00.215235
764,47,4372,13,46,4372,4.76837158203125e-06,2025-09-02 21:49:00.215243
765,47,4372,13,46,4372,4.76837158203125e-06,2025-09-02 21:49:00.215251
766,47,13120,14,46,13120,5.245208740234375e-06,2025-09-02 21:49:00.215258
767,60,39364,15,59,39364,7.152557373046875e-06,2025-09-02 21:49:00.215267
768,16,768,0,15,768,7.152557373046875e-07,2025-09-02 21:49:00.215271
769,34,2308,1,33,2308,4.0531158447265625e-06,2025-09-02 21:49:00.215277
770,34,1156,2,33,1156,3.814697265625e-06,2025-09-02 21:49:00.215283
771,34,3472,3,33,3472,4.291534423828125e-06,2025-09-02 21:49:00.215289
772,122,9232,87,121,9232,1.4781951904296875e-05,2025-09-02 21:49:00.215308
773,122,9232,87,121,9232,1.3828277587890625e-05,2025-09-02 21:49:00.215327
774,122,9232,87,121,9232,1.5974044799804688e-05,2025-09-02 21:49:00.215349
775,153,9232,118,152,9232,1.811981201171875e-05,2025-09-02 21:49:00.215373
776,122,9232,87,121,9232,1.2874603271484375e-05,2025-09-02 21:49:00.215391
777,34,3940,8,33,3940,4.0531158447265625e-06,2025-09-02 21:49:00.215397
778,122,9232,87,121,9232,1.4066696166992188e-05,2025-09-02 21:49:00.215417
779,60,3508,3,59,3508,6.9141387939453125e-06,2025-09-02 21:49:00.215427
780,122,9232,87,121,9232,1.2874603271484375e-05,2025-09-02 21:49:00.215445
781,122,9232,87,121,9232,1.3113021850585938e-05,2025-09-02 21:49:00.215463
782,122,9232,87,121,9232,1.811981201171875e-05,2025-09-02 21:49:00.215486
783,122,9232,87,121,9232,1.3113021850585938e-05,2025-09-02 21:49:00.215504
784,29,784,0,28,784,3.0994415283203125e-06,2025-09-02 21:49:00.215509
785,122,9232,87,121,9232,1.2874603271484375e-05,2025-09-02 21:49:00.215527
786,60,2248,14,59,2248,7.152557373046875e-06,2025-09-02 21:49:00.215537
787,60,3544,3,59,3544,7.152557373046875e-06,2025-09-02 21:49:00.215547
788,29,788,0,28,788,3.0994415283203125e-06,2025-09-02 21:49:00.215552
789,29,2368,1,28,2368,3.0994415283203125e-06,2025-09-02 21:49:00.215557
790,78,9232,43,77,9232,9.298324584960938e-06,2025-09-02 21:49:00.215569
791,78,9232,43,77,9232,9.059906005859375e-06,2025-09-02 21:49:00.215582
792,29,792,0,28,792,4.0531158447265625e-06,2025-09-02 21:49:00.215588
793,78,9232,43,77,9232,9.059906005859375e-06,2025-09-02 21:49:00.215600
794,29,1192,2,28,1192,4.0531158447265625e-06,2025-09-02 21:49:00.215606
795,104,39364,59,103,39364,1.5020370483398438e-05,2025-09-02 21:49:00.215625
796,122,9232,87,121,9232,1.7881393432617188e-05,2025-09-02 21:49:00.215648
797,122,9232,87,121,9232,1.4066696166992188e-05,2025-09-02 21:49:00.215667
798,122,9232,87,121,9232,1.4066696166992188e-05,2025-09-02 21:49:00.215686
799,73,12148,9,72,12148,8.344650268554688e-06,2025-09-02 21:49:00.215697
800,29,800,0,28,800,3.0994415283203125e-06,2025-09-02 21:49:00.215702
801,60,4372,26,59,4372,6.9141387939453125e-06,2025-09-02 21:49:00.215721
802,21,1204,2,20,1204,1.9073486328125e-06,2025-09-02 21:49:00.215726
803,21,3616,3,20,3616,1.9073486328125e-06,2025-09-02 21:49:00.215731
804,21,1024,10,20,1024,3.0994415283203125e-06,2025-09-02 21:49:00.215736
805,21,2416,1,20,2416,1.6689300537109375e-06,2025-09-02 21:49:00.215740
806,21,1816,4,20,1816,2.1457672119140625e-06,2025-09-02 21:49:00.215745
807,73,39364,28,72,39364,8.821487426757812e-06,2025-09-02 21:49:00.215757
808,29,808,0,28,808,2.86102294921875e-06,2025-09-02 21:49:00.215762
809,47,9232,12,46,9232,6.198883056640625e-06,2025-09-02 21:49:00.215770
810,29,1216,2,28,1216,3.0994415283203125e-06,2025-09-02 21:49:00.215775
811,135,9232,100,134,9232,2.09808349609375e-05,2025-09-02 21:49:00.215801
812,42,916,5,41,916,4.0531158447265625e-06,2025-09-02 21:49:00.215808
813,42,2440,1,41,2440,3.814697265625e-06,2025-09-02 21:49:00.215815
814,42,2752,6,41,2752,5.0067901611328125e-06,2025-09-02 21:49:00.215822
815,135,9232,100,134,9232,1.5735626220703125e-05,2025-09-02 21:49:00.215843
816,29,816,0,28,816,2.86102294921875e-06,2025-09-02 21:49:00.215848
817,42,2452,1,41,2452,4.0531158447265625e-06,2025-09-02 21:49:00.215855
818,42,1384,7,41,1384,3.814697265625e-06,2025-09-02 21:49:00.215861
819,42,3688,3,41,3688,4.76837158203125e-06,2025-09-02 21:49:00.215868
820,29,820,0,28,820,3.0994415283203125e-06,2025-09-02 21:49:00.215873
821,29,2464,1,28,2464,3.0994415283203125e-06,2025-09-02 21:49:00.215878
822,135,9232,100,134,9232,1.5974044799804688e-05,2025-09-02 21:49:00.215899
823,135,9232,100,134,9232,1.5020370483398438e-05,2025-09-02 21:49:00.215920
824,91,9232,56,90,9232,1.0013580322265625e-05,2025-09-02 21:49:00.215935
825,135,9232,100,134,9232,2.09808349609375e-05,2025-09-02 21:49:00.215961
826,91,9232,56,90,9232,1.0967254638671875e-05,2025-09-02 21:49:00.215976
827,42,4192,8,41,4192,5.245208740234375e-06,2025-09-02 21:49:00.215984
828,91,9232,56,90,9232,1.0967254638671875e-05,2025-09-02 21:49:00.216001
829,91,9232,56,90,9232,1.2159347534179688e-05,2025-09-02 21:49:00.216017
830,135,9232,100,134,9232,1.71661376953125e-05,2025-09-02 21:49:00.216040
831,135,18952,11,134,18952,1.9073486328125e-05,2025-09-02 21:49:00.216063
832,16,832,0,15,832,2.1457672119140625e-06,2025-09-02 21:49:00.216067
833,29,2500,1,28,2500,2.86102294921875e-06,2025-09-02 21:49:00.216072
834,135,9232,100,134,9232,1.8835067749023438e-05,2025-09-02 21:49:00.216097
835,135,9232,100,134,9232,1.4781951904296875e-05,2025-09-02 21:49:00.216117
836,42,836,0,41,836,4.76837158203125e-06,2025-09-02 21:49:00.216125
837,42,2512,1,41,2512,4.0531158447265625e-06,2025-09-02 21:49:00.216132
838,42,1888,4,41,1888,3.814697265625e-06,2025-09-02 21:49:00.216139
839,86,8080,20,85,8080,9.059906005859375e-06,2025-09-02 21:49:00.216151
840,42,840,0,41,840,5.245208740234375e-06,2025-09-02 21:49:00.216161
841,42,4264,8,41,4264,5.0067901611328125e-06,2025-09-02 21:49:00.216168
842,42,1264,2,41,1264,5.245208740234375e-06,2025-09-02 21:49:00.216175
843,42,3796,3,41,3796,4.0531158447265625e-06,2025-09-02 21:49:00.216182
844,42,952,5,41,952,3.814697265625e-06,2025-09-02 21:49:00.216188
845,42,2536,1,41,2536,4.291534423828125e-06,2025-09-02 21:49:00.216195
846,34,3220,11,33,3220,3.814697265625e-06,2025-09-02 21:49:00.216201
847,34,8584,7,33,8584,3.0994415283203125e-06,2025-09-02 21:49:00.216208
848,16,848,0,15,848,1.9073486328125e-06,2025-09-02 21:49:00.216211
849,60,9232,25,59,9232,5.9604644775390625e-06,2025-09-02 21:49:00.216221
850,60,9232,25,59,9232,9.775161743164062e-06,2025-09-02 21:49:00.216234
851,60,9232,25,59,9232,5.9604644775390625e-06,2025-09-02 21:49:00.216243
852,16,852,0,15,852,2.1457672119140625e-06,2025-09-02 21:49:00.216247
853,16,2560,1,15,2560,2.1457672119140625e-06,2025-09-02 21:49:00.216250
854,55,2752,19,54,2752,8.344650268554688e-06,2025-09-02 21:49:00.216262
855,55,5776,5,54,5776,6.198883056640625e-06,2025-09-02 21:49:00.216270
856,104,9232,69,103,9232,1.2636184692382812e-05,2025-09-02 21:49:00.216287
857,29,2896,6,28,2896,3.0994415283203125e-06,2025-09-02 21:49:00.216293
858,104,9232,69,103,9232,1.2159347534179688e-05,2025-09-02 21:49:00.216309
859,148,9232,113,147,9232,1.7881393432617188e-05,2025-09-02 21:49:00.216332
860,104,9232,69,103,9232,1.1920928955078125e-05,2025-09-02 21:49:00.216348
861,104,9232,69,103,9232,1.2159347534179688e-05,2025-09-02 21:49:00.216364
862,42,4372,8,41,4372,5.0067901611328125e-06,2025-09-02 21:49:00.216372
863,42,13120,9,41,13120,4.291534423828125e-06,2025-09-02 21:49:00.216379
864,117,9232,82,116,9232,1.621246337890625e-05,2025-09-02 21:49:00.216401
865,148,9232,113,147,9232,2.002716064453125e-05,2025-09-02 21:49:00.216427
866,29,1300,2,28,1300,3.0994415283203125e-06,2025-09-02 21:49:00.216432
867,29,3904,3,28,3904,4.291534423828125e-06,2025-09-02 21:49:00.216438
868,29,868,0,28,868,3.814697265625e-06,2025-09-02 21:49:00.216444
869,29,2608,1,28,2608,3.0994415283203125e-06,2025-09-02 21:49:00.216449
870,29,1960,4,28,1960,2.6226043701171875e-06,2025-09-02 21:49:00.216455
871,179,190996,31,178,190996,2.193450927734375e-05,2025-09-02 21:49:00.216482
872,117,9232,82,116,9232,1.2874603271484375e-05,2025-09-02 21:49:00.216501
873,148,9232,113,147,9232,1.6927719116210938e-05,2025-09-02 21:49:00.216523
874,117,9232,82,116,9232,1.5735626220703125e-05,2025-09-02 21:49:00.216544
875,29,3940,3,28,3940,4.0531158447265625e-06,2025-09-02 21:49:00.216550
876,55,1672,12,54,1672,6.198883056640625e-06,2025-09-02 21:49:00.216559
877,55,2632,1,54,2632,6.198883056640625e-06,2025-09-02 21:49:00.216568
878,55,2968,6,54,2968,5.9604644775390625e-06,2025-09-02 21:49:00.216577
879,148,10024,12,147,10024,1.6927719116210938e-05,2025-09-02 21:49:00.216600
880,117,9232,82,116,9232,1.2636184692382812e-05,2025-09-02 21:49:00.216618
881,117,9232,82,116,9232,1.3113021850585938e-05,2025-09-02 21:49:00.216635
882,29,1492,7,28,1492,4.0531158447265625e-06,2025-09-02 21:49:00.216641
883,29,3976,3,28,3976,2.86102294921875e-06,2025-09-02 21:49:00.216646
884,117,9232,82,116,9232,1.3113021850585938e-05,2025-09-02 21:49:00.216664
885,117,9232,82,116,9232,1.5974044799804688e-05,2025-09-02 21:49:00.216684
886,55,2248,9,54,2248,5.9604644775390625e-06,2025-09-02 21:49:00.216693
887,55,5992,5,54,5992,5.7220458984375e-06,2025-09-02 21:49:00.216701
888,73,9232,38,72,9232,7.867813110351562e-06,2025-09-02 21:49:00.216713
889,148,21688,29,147,21688,1.6927719116210938e-05,2025-09-02 21:49:00.216735
890,73,9232,38,72,9232,7.867813110351562e-06,2025-09-02 21:49:00.216746
891,47,8584,20,46,8584,5.9604644775390625e-06,2025-09-02 21:49:00.216754
892,73,9232,38,72,9232,8.106231689453125e-06,2025-09-02 21:49:00.216766
893,73,9232,38,72,9232,7.867813110351562e-06,2025-09-02 21:49:00.216777
894,99,39364,54,98,39364,1.0967254638671875e-05,2025-09-02 21:49:00.216793
895,99,39364,54,98,39364,1.0967254638671875e-05,2025-09-02 21:49:00.216810
896,24,896,0,23,896,3.0994415283203125e-06,2025-09-02 21:49:00.216815
897,68,2752,32,67,2752,6.9141387939453125e-06,2025-09-02 21:49:00.216825
898,117,9232,82,116,9232,1.3113021850585938e-05,2025-09-02 21:49:00.216844
899,117,9232,82,116,9232,1.3113021850585938e-05,2025-09-02 21:49:00.216862
900,55,4372,21,54,4372,6.198883056640625e-06,2025-09-02 21:49:00.216871
901,55,4372,21,54,4372,5.9604644775390625e-06,2025-09-02 21:49:00.216888
902,55,4372,21,54,4372,5.7220458984375e-06,2025-09-02 21:49:00.216897
903,117,9232,82,116,9232,1.3113021850585938e-05,2025-09-02 21:49:00.216915
904,16,904,0,15,904,1.9073486328125e-06,2025-09-02 21:49:00.216919
905,68,5812,18,67,5812,6.9141387939453125e-06,2025-09-02 21:49:00.216929
906,16,1360,2,15,1360,1.9073486328125e-06,2025-09-02 21:49:00.216933
907,55,13120,22,54,13120,9.059906005859375e-06,2025-09-02 21:49:00.216945
908,16,1024,5,15,1024,2.1457672119140625e-06,2025-09-02 21:49:00.216949
909,16,2728,1,15,2728,2.1457672119140625e-06,2025-09-02 21:49:00.216952
910,42,3076,6,41,3076,4.0531158447265625e-06,2025-09-02 21:49:00.216959
911,42,9232,7,41,9232,5.245208740234375e-06,2025-09-02 21:49:00.216966
912,37,912,0,36,912,4.0531158447265625e-06,2025-09-02 21:49:00.216972
913,130,9232,95,129,9232,1.5974044799804688e-05,2025-09-02 21:49:00.216993
914,130,9232,95,129,9232,1.4781951904296875e-05,2025-09-02 21:49:00.217013
915,130,9232,95,129,9232,1.5020370483398438e-05,2025-09-02 21:49:00.217034
916,37,916,0,36,916,4.76837158203125e-06,2025-09-02 21:49:00.217042
917,37,2752,1,36,2752,4.0531158447265625e-06,2025-09-02 21:49:00.217048
918,130,9232,95,129,9232,1.52587890625e-05,2025-09-02 21:49:00.217070
919,130,9232,95,129,9232,1.4781951904296875e-05,2025-09-02 21:49:00.217090
920,37,920,0,36,920,3.814697265625e-06,2025-09-02 21:49:00.217096
921,130,9232,95,129,9232,1.71661376953125e-05,2025-09-02 21:49:00.217118
922,37,1384,2,36,1384,4.0531158447265625e-06,2025-09-02 21:49:00.217124
923,68,10528,12,67,10528,7.867813110351562e-06,2025-09-02 21:49:00.217135
924,130,9232,95,129,9232,1.4066696166992188e-05,2025-09-02 21:49:00.217155
925,130,9232,95,129,9232,1.4781951904296875e-05,2025-09-02 21:49:00.217174
926,130,9232,95,129,9232,1.3828277587890625e-05,2025-09-02 21:49:00.217194
927,117,15856,14,116,15856,1.3113021850585938e-05,2025-09-02 21:49:00.217211
928,24,928,0,23,928,3.0994415283203125e-06,2025-09-02 21:49:00.217216
929,130,9232,95,129,9232,1.5974044799804688e-05,2025-09-02 21:49:00.217237
930,37,1396,2,36,1396,3.814697265625e-06,2025-09-02 21:49:00.217244
931,37,4192,3,36,4192,4.0531158447265625e-06,2025-09-02 21:49:00.217250
932,86,9232,51,85,9232,1.0013580322265625e-05,2025-09-02 21:49:00.217264
933,86,9232,51,85,9232,1.0013580322265625e-05,2025-09-02 21:49:00.217277
934,86,9232,51,85,9232,1.0013580322265625e-05,2025-09-02 21:49:00.217290
935,130,9232,95,129,9232,1.4066696166992188e-05,2025-09-02 21:49:00.217310
936,24,936,0,23,936,3.0994415283203125e-06,2025-09-02 21:49:00.217315
937,174,250504,85,173,250504,2.002716064453125e-05,2025-09-02 21:49:00.217341
938,24,1408,2,23,1408,3.0994415283203125e-06,2025-09-02 21:49:00.217346
939,86,9232,51,85,9232,1.1920928955078125e-05,2025-09-02 21:49:00.217362
940,130,9232,95,129,9232,1.621246337890625e-05,2025-09-02 21:49:00.217383
941,130,9232,95,129,9232,1.52587890625e-05,2025-09-02 21:49:00.217403
942,130,9232,95,129,9232,1.4066696166992188e-05,2025-09-02 21:49:00.217422
943,37,9556,7,36,9556,4.76837158203125e-06,2025-09-02 21:49:00.217429
944,37,944,0,36,944,4.0531158447265625e-06,2025-09-02 21:49:00.217435
945,37,2836,1,36,2836,4.0531158447265625e-06,2025-09-02 21:49:00.217441
946,37,1600,7,36,1600,3.814697265625e-06,2025-09-02 21:49:00.217447
947,37,4264,3,36,4264,4.0531158447265625e-06,2025-09-02 21:49:00.217453
948,37,948,0,36,948,3.814697265625e-06,2025-09-02 21:49:00.217459
949,37,2848,1,36,2848,2.86102294921875e-06,2025-09-02 21:49:00.217466
950,29,3616,11,28,3616,3.0994415283203125e-06,2025-09-02 21:49:00.217471
951,29,6424,5,28,6424,3.0994415283203125e-06,2025-09-02 21:49:00.217477
952,37,952,0,36,952,4.291534423828125e-06,2025-09-02 21:49:00.217483
953,29,3220,6,28,3220,3.814697265625e-06,2025-09-02 21:49:00.217489
954,37,1432,2,36,1432,4.0531158447265625e-06,2025-09-02 21:49:00.217495
955,29,4840,8,28,4840,2.6226043701171875e-06,2025-09-02 21:49:00.217500
956,55,9232,20,54,9232,6.198883056640625e-06,2025-09-02 21:49:00.217509
957,55,9232,20,54,9232,9.059906005859375e-06,2025-09-02 21:49:00.217521
958,55,9232,20,54,9232,6.198883056640625e-06,2025-09-02 21:49:00.217529
959,130,41524,23,129,41524,1.5974044799804688e-05,2025-09-02 21:49:00.217549
960,24,960,0,23,960,1.9073486328125e-06,2025-09-02 21:49:00.217553
961,50,2884,1,49,2884,6.198883056640625e-06,2025-09-02 21:49:00.217561
962,50,2752,14,49,2752,4.76837158203125e-06,2025-09-02 21:49:00.217569
963,50,4336,3,49,4336,4.76837158203125e-06,2025-09-02 21:49:00.217577
964,24,964,0,23,964,3.0994415283203125e-06,2025-09-02 21:49:00.217582
965,24,2896,1,23,2896,2.6226043701171875e-06,2025-09-02 21:49:00.217586
966,24,2176,4,23,2176,2.1457672119140625e-06,2025-09-02 21:49:00.217591
967,143,9232,108,142,9232,1.7881393432617188e-05,2025-09-02 21:49:00.217614
968,99,9232,64,98,9232,1.0967254638671875e-05,2025-09-02 21:49:00.217629
969,50,4912,8,49,4912,6.198883056640625e-06,2025-09-02 21:49:00.217637
970,99,9232,64,98,9232,1.2159347534179688e-05,2025-09-02 21:49:00.217653
971,37,4372,3,36,4372,4.0531158447265625e-06,2025-09-02 21:49:00.217659
972,99,9232,64,98,9232,1.5020370483398438e-05,2025-09-02 21:49:00.217678
973,99,9232,64,98,9232,1.1205673217773438e-05,2025-09-02 21:49:00.217694
974,143,9232,108,142,9232,1.621246337890625e-05,2025-09-02 21:49:00.217715
975,143,9880,7,142,9880,1.621246337890625e-05,2025-09-02 21:49:00.217736
976,24,976,0,23,976,3.0994415283203125e-06,2025-09-02 21:49:00.217741
977,99,9232,64,98,9232,1.1205673217773438e-05,2025-09-02 21:49:00.217756
978,50,4192,16,49,4192,6.198883056640625e-06,2025-09-02 21:49:00.217765
979,50,4408,3,49,4408,8.344650268554688e-06,2025-09-02 21:49:00.217776
980,24,980,0,23,980,1.9073486328125e-06,2025-09-02 21:49:00.217780
981,24,2944,1,23,2944,3.0994415283203125e-06,2025-09-02 21:49:00.217785
982,143,9232,108,142,9232,2.002716064453125e-05,2025-09-02 21:49:00.217810
983,143,9232,108,142,9232,1.621246337890625e-05,2025-09-02 21:49:00.217832
984,50,984,0,49,984,5.9604644775390625e-06,2025-09-02 21:49:00.217840
985,24,3328,6,23,3328,2.1457672119140625e-06,2025-09-02 21:49:00.217845
986,50,1480,2,49,1480,5.9604644775390625e-06,2025-09-02 21:49:00.217853
987,37,7504,10,36,7504,4.0531158447265625e-06,2025-09-02 21:49:00.217860
988,50,1672,7,49,1672,4.76837158203125e-06,2025-09-02 21:49:00.217868
989,50,2968,1,49,2968,4.76837158203125e-06,2025-09-02 21:49:00.217876
990,99,14308,22,98,14308,1.1205673217773438e-05,2025-09-02 21:49:00.217890
991,99,15064,9,98,15064,1.0013580322265625e-05,2025-09-02 21:49:00.217905
992,112,9232,77,111,9232,1.2874603271484375e-05,2025-09-02 21:49:00.217922
993,94,8080,28,93,8080,1.2874603271484375e-05,2025-09-02 21:49:00.217939
994,24,1492,2,23,1492,1.9073486328125e-06,2025-09-02 21:49:00.217944
995,24,4480,3,23,4480,1.9073486328125e-06,2025-09-02 21:49:00.217949
996,50,996,0,49,996,5.0067901611328125e-06,2025-09-02 21:49:00.217960
997,50,2992,1,49,2992,5.0067901611328125e-06,2025-09-02 21:49:00.217968
998,50,2248,4,49,2248,5.0067901611328125e-06,2025-09-02 21:49:00.217976
999,50,11392,12,49,11392,5.0067901611328125e-06,2025-09-02 21:49:00.217984
1000,112,9232,77,111,9232,1.430511474609375e-05,2025-09-02 21:49:00.218002
